Country Name;Country Code;Indicator Name;Indicator Code;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Armenia;ARM;Population density (people per sq. km of land area);EN.POP.DNST;107.818651211802;107.154408148929;106.567474534598;106.004144713734;105.399192132069;104.715911485774;103.909413417633;103.007200561995;102.129083245522;101.443414120126;101.064769933263;101.037442922374;101.308008429926;101.777063575694;102.297260273973;102.759360730594;103.131260976466;103.434808570425;103.67899543379;103.889286968739;104.082683526519;
American Samoa;ASM;Population density (people per sq. km of land area);EN.POP.DNST;289.08;292.48;295.385;297.475;298.42;297.785;295.545;291.835;287.45;283.375;280.42;278.775;278.345;278.585;278.955;279.03;278.695;278.085;277.305;276.56;275.985;
Antigua and Barbuda;ATG;Population density (people per sq. km of land area);EN.POP.DNST;172.743181818182;175.481818181818;177.95;180.252272727273;182.606818181818;185.140909090909;187.988636363636;190.975;194.077272727273;197.143181818182;200.068181818182;202.840909090909;205.470454545455;207.977272727273;210.368181818182;212.661363636364;214.818181818182;216.875;218.822727272727;220.715909090909;222.563636363636;
Australia;AUS;Population density (people per sq. km of land area);EN.POP.DNST;2.49313356677037;2.52697759785481;2.55800997097223;2.58977129245148;2.61997058172683;2.65477786600367;2.69423219608711;2.71111516082423;2.76599455892116;2.82359449643987;2.86785858401781;2.90798641031983;2.95920036968095;3.01057352615753;3.05581479504836;3.10011259648803;3.14493553058884;3.19836141871706;3.24787091037205;3.29767018286484;3.34024963533636;
Austria;AUT;Population density (people per sq. km of land area);EN.POP.DNST;97.0863548230732;97.4587130392632;97.9393722733883;98.4176320891905;99.0301260300533;99.7070891904993;100.201660203587;100.526987396995;100.842171594765;101.106677169171;101.350024236549;101.692232186137;102.156943771207;102.760821619001;103.567086766844;104.734597673291;105.873339796413;106.61131846825;107.131858943286;107.609306834707;108.057004362579;
Azerbaijan;AZE;Population density (people per sq. km of land area);EN.POP.DNST;97.434779976999;98.1937920681807;98.9124645960929;99.6237235638581;100.475372556609;101.522501814662;102.672531674674;103.853368672016;106.059762547351;108.291290455327;109.542344173442;110.976336228798;112.460790244138;113.923480806688;115.348813858679;116.731076781631;118.033288980283;119.208741622511;120.25759188908;121.280071139933;122.124736829369;
Burundi;BDI;Population density (people per sq. km of land area);EN.POP.DNST;248.398403426791;254.110046728972;261.063785046729;269.048325545171;277.713707165109;286.793496884735;296.255841121495;306.161448598131;316.43707165109;327.011721183801;337.835124610592;348.847585669782;360.046417445483;371.507087227414;383.345054517134;395.639953271028;408.411292834891;421.61253894081;435.178309968847;449.010007788162;463.036643302181;
Belgium;BEL;Population density (people per sq. km of land area);EN.POP.DNST;338.548546895641;339.71499339498;341.241248348745;342.672820343461;344.159081902246;346.057364597094;348.347357992074;350.914795244386;353.697919418758;356.555250990753;359.827807133421;364.539762219287;366.807529722589;368.540521796565;370.180217965654;372.33143989432;374.221334214003;375.66571994716;377.379590488771;379.424702774108;381.249702774108;
Benin;BEN;Population density (people per sq. km of land area);EN.POP.DNST;60.8899077687123;62.759205391983;64.6984746363959;66.6952465413267;68.730072720823;70.7894909542391;72.8706367506208;74.9804008513657;77.1276605179142;79.3252305782192;81.5826002128414;83.9023501241575;86.2828485278468;88.7246718694573;91.2277314650585;93.7917878680383;96.4178077332387;99.1059950336999;101.853804540617;104.65724547712;107.513284852785;
Burkina Faso;BFA;Population density (people per sq. km of land area);EN.POP.DNST;42.4267214912281;43.6571235380117;44.9309100877193;46.2522807017544;47.6263742690059;49.0567799707602;50.5452229532164;52.0907492690058;53.6905153508772;55.3402704678363;57.0365899122807;58.7789290935672;60.5674415204678;62.4005519005848;64.2764217836257;66.1937719298246;68.1518640350877;70.150716374269;72.1910307017544;74.2740606725146;76.4008698830409;
Bangladesh;BGD;Population density (people per sq. km of land area);EN.POP.DNST;980.701098563417;999.375501267573;1017.73125144042;1035.50432511331;1052.36559115003;1068.10712913882;1082.59317815165;1095.95437504801;1108.58234616271;1121.0324575555;1133.71309057386;1146.75527387263;1160.06555273873;1173.55314588615;1187.04298225398;1200.4016824153;1213.62180994085;1226.74518706307;1239.73813474687;1252.56336329415;1265.18693247292;
Bulgaria;BGR;Population density (people per sq. km of land area);EN.POP.DNST;73.8513242339329;72.3957516044473;72.0327297794118;71.4841132665257;70.953107760206;70.4986377025037;69.9716652858326;69.4718534204953;68.98592210662;68.5744565217391;68.1245302137067;67.6890935887988;67.2981577008106;66.922577376566;66.5432756079587;66.1200350036846;65.6579034635225;65.1800571112749;64.7110998526161;64.2571941783346;63.8726510685335;
Bahrain;BHR;Population density (people per sq. km of land area);EN.POP.DNST;936.070422535211;982.464788732394;1035.40845070423;1081.53888888889;1136.77534246575;1201.56351351351;1295.16621621622;1381.232;1466.63815789474;1559.30921052632;1628.43044619423;1666.43155149935;1688.23636363636;1707.82987012987;1732.90920881971;1763.30719794344;1830.28626444159;1915.48333333333;2012.10256410256;2095.99489144317;2167.62165605096;
Bahamas; The;BHS;Population density (people per sq. km of land area);29.3769230769231;29.7747252747253;30.2315684315684;30.734965034965;31.281018981019;31.8574425574426;32.4523476523477;33.0701298701299;33.704995004995;34.3336663336663;34.9250749250749;35.4581418581419;35.9223776223776;36.3217782217782;36.6795204795205;37.0254745254745;37.3826173826174;37.7545454545455;38.1367632367632;38.524975024975;38.9096903096903;39.2855144855145
Bosnia and Herzegovina;BIH;Population density (people per sq. km of land area);EN.POP.DNST;73.26515625;73.3498828125;73.42556640625;73.48005859375;73.5194140625;73.541640625;73.5433984375;73.49201171875;73.32541015625;72.96767578125;72.3726171875;71.50728515625;70.409609375;69.1913671875;68.0098828125;66.9797265625;66.13794921875;65.4596484375;64.92048828125;64.4726171875;64.07841796875;
Belarus;BLR;Population density (people per sq. km of land area);EN.POP.DNST;49.1974779144976;48.9467226045631;48.6397310049352;48.3012483606638;47.9754751867465;47.6446879945571;47.3372826558372;47.1212709646576;46.9585563473992;46.8441433626748;46.7409685463919;46.6297521068454;46.5593029044007;46.5393725235082;46.5506003261518;46.611337189252;46.6499448243246;46.5987595325832;46.5010592176569;46.4107506220284;46.211212927382;
Belize;BLZ;Population density (people per sq. km of land area);EN.POP.DNST;10.8421744848751;11.1822884699693;11.5031565103025;11.8118369136344;12.122577816747;12.4418237615081;12.7723805348531;13.109644892591;13.4512056115739;13.7946076282332;14.1370013152126;14.4776852257782;14.8181060938185;15.1559403770276;15.4917141604559;15.8231477422183;16.1507672073652;16.4741341516879;16.7939938623411;17.1131521262604;17.4318719859711;
Bermuda;BMU;Population density (people per sq. km of land area);EN.POP.DNST;1145.05555555556;1157.48148148148;1165.03703703704;1172.68518518519;1180.37037037037;1188.03703703704;1194.87037037037;1201.62962962963;1208.75925925926;1215.48148148148;1206;1195.62962962963;1199.96296296296;1203.72222222222;1206.25925925926;1208.09259259259;1195.44444444444;1182.83333333333;1183.66666666667;1183.53703703704;1183.2037037037;
Bolivia;BOL;Population density (people per sq. km of land area);EN.POP.DNST;7.77094987538078;7.92046893750577;8.07054555524785;8.22100987722699;8.37168282100988;8.52238622726853;8.67298901504662;8.82344502907782;8.97392873626881;9.12470229853226;9.27591341272039;9.42762946552202;9.57968891350503;9.73172251453891;9.88324286901135;10.0339075048463;10.1835336471891;10.3321822209914;10.4801440044309;10.6278057786393;10.7754352441614;
Brazil;BRA;Population density (people per sq. km of land area);EN.POP.DNST;20.9125880877803;21.2004167195094;21.4805594306867;21.752356864087;22.0152425061078;22.2689627117995;22.5130654667187;22.7479373401259;22.9752507136755;23.1973267975889;23.4159318939381;23.6313989715415;23.843497715999;24.0527083777013;24.2594337974717;24.4637872780308;24.6661405528024;24.8660377787402;25.0617146877176;25.2507757706858;25.4314248146119;
Barbados;BRB;Population density (people per sq. km of land area);EN.POP.DNST;631.420930232558;633.706976744186;635.867441860465;637.979069767442;640.193023255814;642.604651162791;645.290697674419;648.141860465116;651.037209302326;653.737209302326;656.118604651163;658.109302325581;659.762790697674;661.148837209302;662.383720930233;663.551162790698;664.646511627907;665.648837209302;666.604651162791;667.490697674419;668.304651162791;
Brunei Darussalam;BRN;Population density (people per sq. km of land area);EN.POP.DNST;63.2193548387097;64.5231499051233;65.8020872865275;67.03889943074;68.2037950664137;69.2812144212524;70.2584440227704;71.1512333965844;71.995825426945;72.846679316888;73.7445920303605;74.7034155597723;75.7110056925996;76.73889943074;77.7567362428842;78.7313092979127;79.6567362428843;80.546679316888;81.3965844402277;82.2193548387097;83.0138519924099;
Bhutan;BTN;Population density (people per sq. km of land area);EN.POP.DNST;14.8495979899497;15.1669095477387;15.4780150753769;15.7748743718593;16.7591625783771;17.0198074350028;17.2470026497363;17.4429519636907;17.6197234829604;17.795970301965;17.9841540519978;18.1886559802713;18.4060130650366;18.6330246346774;18.8643649815043;19.0960726185167;19.3138108221477;19.5460098573826;19.7796539066597;20.00770844258;20.2310435238595;
Botswana;BWA;Population density (people per sq. km of land area);EN.POP.DNST;2.89967533040425;2.95497679671096;3.00784677006687;3.06034090307554;3.1152982901911;3.17448696910345;3.23948088154853;3.30926190602227;3.38015633546839;3.44695886930284;3.50626577029626;3.55620136572971;3.59880542762868;3.63938912709756;3.68538633917386;3.74202177403702;3.81120639457943;3.89087572565419;3.97732077003158;4.06490392250278;4.14946270710921;
Central African Republic;CAF;Population density (people per sq. km of land area);EN.POP.DNST;5.84355998587435;5.97453529808341;6.10313172172461;6.23003146168416;6.35635654435134;6.48235898423705;6.61028443930784;6.73858550836303;6.85955889434653;6.96270024719895;7.04158239429837;7.09274615557482;7.12127355613342;7.13978779415069;7.16583357411153;7.21238402516935;7.2838341519792;7.37748081800379;7.49040900189412;7.61690423448586;7.75267905871778;
Canada;CAN;Population density (people per sq. km of land area);EN.POP.DNST;3.42261133957721;3.45999560542028;3.49782657917661;3.52949755676983;3.56258260750269;3.5963894177628;3.63290915600646;3.66836147983568;3.70830229800827;3.75088477166589;3.79282222363503;3.83012473244929;3.87193949310642;3.91306695934121;3.9526049038602;3.98221511356196;4.02756394169263;4.07616632034255;4.1341488959455;4.19394931064213;4.24257678524224;
Central Europe and the Baltics;CEB;Population density (people per sq. km of land area);EN.POP.DNST;98.1455805547486;97.4326347616992;96.9453892371877;96.6357946311316;96.3611331879134;96.1115677123883;95.8699753736775;95.5226277464895;95.1826331612885;94.9140560740283;94.5723770250091;94.3426815032299;94.1401570419856;93.8488934173307;93.5904700585346;93.3754402553146;93.1379540162322;92.969024254002;92.7893185519725;92.6689157912236;92.4632535349865;
Switzerland;CHE;Population density (people per sq. km of land area);EN.POP.DNST;181.769304726242;182.9277635807;184.321466524973;185.698767743731;186.984438259109;188.195632370059;189.385176000202;191.090115396295;193.533631946553;195.966975402369;198.018751897965;200.23276647434;202.370204474137;204.710648851098;207.223630934305;209.59585261981;211.897247775143;213.883833978261;215.465192227053;217.007629561978;218.558417938239;
Channel Islands;CHI;Population density (people per sq. km of land area);EN.POP.DNST;;;;;;;;;;;;;;;;;;;;;;
Chile;CHL;Population density (people per sq. km of land area);EN.POP.DNST;20.63441788652;20.8681159654191;21.094469370518;21.3167005589538;21.5390487564758;21.7646489996396;21.9957002523092;22.2319967398848;22.4714672670443;22.7107696777005;22.9479444058897;23.1779990639273;23.4023001027528;23.6324879090611;23.8846061770038;24.1675623913967;24.4899641172135;24.8414795866217;25.1894551949344;25.4891988508901;25.710001721513;
China;CHN;Population density (people per sq. km of land area);EN.POP.DNST;133.971903614969;134.948589664422;135.855780324981;136.70462094405;137.51895882527;138.330135459593;139.104692987575;139.83309813575;140.551423387482;141.252233956931;141.936072304132;142.713812806516;143.685196418276;144.645432953933;145.5600507997;146.408882513774;147.25030254277;148.144225437905;148.838644027707;149.367573167744;149.723552558882;
Cote d'Ivoire;CIV;Population density (people per sq. km of land area);EN.POP.DNST;51.744213836478;52.9969402515723;54.1872295597484;55.3446949685535;56.5109842767296;57.7185943396226;58.9777169811321;60.2869496855346;61.6527295597484;63.0790786163522;64.5690062893082;66.1278364779874;67.7584528301887;69.4575660377358;71.2190943396226;73.0382012578616;74.9142327044025;76.8474056603774;78.8340440251572;80.8696666666667;82.9505503144654;
Cameroon;CMR;Population density (people per sq. km of land area);EN.POP.DNST;32.819157623067;33.697002390472;34.6038903344545;35.54159844302;36.5114383025534;37.514349178143;38.5514945738402;39.6232002707791;40.7282985339849;41.864826214804;43.0311099828648;44.2266759746991;45.4512639884919;46.7036872501111;47.9825960948573;49.2868270186795;50.6157030737662;51.96858539062;53.3440396860655;54.7405110955977;56.1567641894608;
Congo; Dem. Rep.;COD;Population density (people per sq. km of land area);20.2552281599435;20.7784698176044;21.3619170287378;21.9984870205774;22.6839209545445;23.4087774861604;24.166160428751;24.9566820317152;25.7840307889107;26.6474912331003;27.5461820427428;28.4792364526587;29.4458221036148;30.445181623696;31.4765020621513;32.5389581173772;33.6316058313668;34.7540327738691;35.9051476588518;37.0825927968064;38.2834820581813;39.5057030061093
Congo; Rep.;COG;Population density (people per sq. km of land area);8.89731185944363;9.15789165446559;9.42292825768668;9.69363396778917;9.97632503660322;10.2795549048316;10.6084187408492;10.9667437774524;11.3502869692533;11.7466676427526;12.1387994143485;12.5146061493411;12.8692298682284;13.207019033675;13.5366237188873;13.8710541727672;14.2198916544656;14.5856398243045;14.9654494875549;15.3568462664715;15.7555021961933;16.1583953147877
Colombia;COL;Population density (people per sq. km of land area);EN.POP.DNST;35.7187607030194;36.2829707075259;36.8412465074358;37.389699864804;37.9233465525011;38.4386940063091;38.9372699414151;39.4209211356467;39.8873114015322;40.3335322217215;40.7595304191077;41.1561487156377;41.5283650292925;41.9067075259126;42.332317260027;42.8307048219919;43.4205029292474;44.0827796304642;44.7598521856692;45.3712870662461;45.8610941865705;
Comoros;COM;Population density (people per sq. km of land area);EN.POP.DNST;291.433637829124;298.707684040838;306.007522837184;313.386888769479;320.918860827512;328.653949489522;336.60773777539;344.773777538958;353.157979580871;361.768404083826;370.605051047824;379.676518001075;388.965609887157;398.447608812466;408.054809242343;417.751209027405;427.510478237507;437.340139709833;447.24449220849;457.22246104245;467.272971520688;
Cabo Verde;CPV;Population density (people per sq. km of land area);EN.POP.DNST;106.247642679901;108.114392059553;109.914392059553;111.643920595534;113.304962779156;114.896774193548;116.419602977667;117.882630272953;119.316625310174;120.761042183623;122.244168734491;123.786104218362;125.369975186104;126.982630272953;128.604466501241;130.208436724566;131.796526054591;133.374441687345;134.929032258065;136.460545905707;137.962282878412;
Costa Rica;CRI;Population density (people per sq. km of land area);EN.POP.DNST;77.6022130826479;79.0065413239326;80.3157461809636;81.5521543282413;82.7488444966706;83.9307481394438;85.1042107324716;86.2637289463376;87.4093811202507;88.5377790834313;89.6469056012534;90.7380728554642;91.8136114375245;92.8733059146103;93.9167645906776;94.9433019976498;95.952526439483;96.9438895417156;97.9131022326675;98.8554837446142;99.7672150411281;
Caribbean small states;CSS;Population density (people per sq. km of land area);EN.POP.DNST;16.0886402371249;16.2013017166852;16.3146004693096;16.4282598493269;16.5418920587872;16.6547042114363;16.7670050636038;16.8788291959985;16.9914116339385;17.1062022971471;17.224139804866;17.3456020748425;17.4697789304681;17.5949487464493;17.7187674447326;17.839192293442;17.9557490428554;18.0683117203903;18.1769272570088;18.2818056070149;18.3828356181302;
Cuba;CUB;Population density (people per sq. km of land area);EN.POP.DNST;103.597979515829;103.954152700186;105.26989378701;105.537453007519;105.726614040034;105.802198421646;105.808897867143;105.703842540398;105.57097895528;105.474549041714;105.466300263059;105.150248448949;105.552907200255;108.258702744195;108.699375120169;108.787483189241;108.949519415609;109.241377649326;109.230693641619;109.185780346821;109.119614643545;
Curacao;CUW;Population density (people per sq. km of land area);EN.POP.DNST;;;;;;;;;;;;339.709459459459;342.540540540541;346.445945945946;351.146396396396;355.810810810811;359.603603603604;360.754504504504;358.864864864865;354.596846846847;348.97972972973;
Cayman Islands;CYM;Population density (people per sq. km of land area);EN.POP.DNST;176.270833333333;183.058333333333;188.945833333333;194.266666666667;199.579166666667;205.254166666667;211.370833333333;217.833333333333;224.3125;230.504166666667;236.133333333333;241.154166666667;245.679166666667;249.720833333333;253.533333333333;257.170833333333;260.683333333333;264.091666666667;267.383333333333;270.616666666667;273.833333333333;
Cyprus;CYP;Population density (people per sq. km of land area);EN.POP.DNST;102.087445887446;103.925757575758;105.732467532468;107.528354978355;109.351731601732;111.21829004329;113.150216450216;115.119913419913;117.052813852814;118.840800865801;120.413095238095;121.735606060606;122.840476190476;123.795021645022;124.707467532468;125.647943722944;126.643831168831;127.671536796537;128.708008658009;129.715800865801;130.666774891775;
Czechia;CZE;Population density (people per sq. km of land area);EN.POP.DNST;132.717264138734;132.219554807817;131.96474699107;131.926983305293;131.984222107171;132.166916903961;132.542459546926;133.318161812298;134.445921802175;135.214085965821;135.626181535673;135.90687556649;136.097177262722;136.159958559959;136.30337995338;136.589288952208;136.851858567543;137.21587877218;137.675534257221;138.226810266108;138.575928842168;
Germany;DEU;Population density (people per sq. km of land area);EN.POP.DNST;235.596813297034;236.027300085985;236.451570830706;236.616427281328;236.592195429653;236.464680582636;236.225197866483;235.943361918146;235.522178240542;234.939637417171;234.606908225034;230.304633348634;230.750625466231;231.155712565925;232.108053883634;234.152986871524;235.712929356538;236.588722557747;237.294012250272;237.822954291766;238.017318755545;
Djibouti;DJI;Population density (people per sq. km of land area);EN.POP.DNST;30.9567299396031;31.6229076790336;32.2237704918033;32.7713114754098;33.287273511648;33.7898188093184;34.2775668679896;34.7478861087144;35.2183347713546;35.7126833477135;36.246505608283;36.8279119930975;37.4519413287317;38.1059534081104;38.7707937877481;39.4304572907679;40.0827006039689;40.7290767903365;41.368550474547;41.9998705780846;42.6230371009491;
Dominica;DMA;Population density (people per sq. km of land area);EN.POP.DNST;92.8666666666667;92.8946666666667;93.12;93.4693333333333;93.8493333333333;94.1066666666667;94.2906666666667;94.396;94.4386666666667;94.464;94.5026666666667;94.5493333333333;94.6053333333333;94.692;94.788;94.9;95.076;95.28;95.5013333333333;95.744;95.988;
Denmark;DNK;Population density (people per sq. km of land area);EN.POP.DNST;133.4904;133.969575;134.398275;134.76435;135.113075;135.4858;135.9318;136.53595;137.340525;138.077375;138.692075;139.2643;139.7893;140.3733;141.086875;142.087075;143.20025;144.1245;144.8409;145.36055;145.7851;
Dominican Republic;DOM;Population density (people per sq. km of land area);EN.POP.DNST;175.353280894225;177.98797350445;180.603891533844;183.198447526392;185.767832746843;188.310122127924;190.823452701304;193.31103291244;195.77890705858;198.235065203892;200.685510246326;203.130180086939;205.566466570068;207.994742289381;210.415690333264;212.827054440075;215.229517698199;217.617698199131;219.978203270544;222.292630925274;224.547795487477;
Algeria;DZA;Population density (people per sq. km of land area);EN.POP.DNST;13.0334285018516;13.2052671576243;13.3747218420147;13.5464656091765;13.7261636450662;13.9182782335603;14.1245505386818;14.3453844668184;14.5820299444944;14.8353229151797;15.1055325098457;15.3927120508536;15.6960453282054;16.0135594145457;16.3425428468263;16.6802435697248;17.0259478255612;17.3776972391205;17.7300617489475;18.0762954494212;18.4113398560129;
East Asia & Pacific (excluding high income);EAP;Population density (people per sq. km of land area);EN.POP.DNST;113.446668729485;114.506143970215;115.520846696949;116.441294395311;117.387646083862;118.305780093851;119.195167709788;120.078174045365;120.954091887369;121.825607685418;122.692938648561;123.628324986953;124.685552552223;125.743966652762;126.7650311342;127.741248405581;128.704873870192;129.687637883581;130.543435548507;131.293884259154;131.934059865117;
Early-demographic dividend;EAR;Population density (people per sq. km of land area);EN.POP.DNST;74.5124841602582;75.8326800160545;77.1416025050743;78.443800621367;79.4415702172037;80.7417172897911;82.0466438726848;83.3561691209691;84.6690663470175;85.9783425765816;87.2879496231434;88.5940232501992;89.8828421354655;91.1659560639105;92.4487076401188;93.7100765424706;94.979924941925;96.2602620256248;97.5189202897043;98.7761173458007;100.031168241936;
East Asia & Pacific;EAS;Population density (people per sq. km of land area);EN.POP.DNST;83.633577928743;84.3787853019445;85.085996847629;85.7327393140378;86.3813837947173;87.0122650048593;87.6379234817428;88.2524923757107;88.878089711909;89.4878940084058;90.0914158639411;90.7321576281168;91.4555732973989;92.1752249444947;92.8748217623149;93.5453336850725;94.1704094835855;94.8403390619259;95.4265565576474;95.9421284252985;96.3652327237388;
Europe & Central Asia (excluding high income);ECA;Population density (people per sq. km of land area);EN.POP.DNST;16.4795894451037;16.4820881717541;16.4863886788183;16.5007556513114;16.5223665887263;16.5468504116653;16.5801724136776;16.6256140314526;16.694318950832;16.7756555395112;16.8721180863815;16.9760324430918;17.0804465674202;17.1953776356362;17.3110690228341;17.4250486719261;17.540158371066;17.6482613409531;17.744135178979;17.8325787539915;17.899914953792;
Europe & Central Asia;ECS;Population density (people per sq. km of land area);EN.POP.DNST;31.3819355151348;31.422626059229;31.4805699068066;31.563103907902;31.657667446269;31.7543072949897;31.8577032609262;31.972489474705;32.1065926102872;32.2344693917399;32.3589482673737;32.4404999302865;32.5722337271604;32.7261942180974;32.8850322553558;33.0366540954214;33.1892875992843;33.326375064921;33.4502677166398;33.5516526778703;33.631558207268;
Ecuador;ECU;Population density (people per sq. km of land area);EN.POP.DNST;51.0594419391206;51.9997584152037;52.9210219036882;53.8318489289741;54.7446851344822;55.6685416331132;56.6088701884361;57.5638347559994;58.5268964406507;59.4878885488807;60.4409486229667;61.3781808664841;62.3051175712675;63.2447777419874;64.2286680624899;65.2763005314866;66.4000483169593;67.5847801578354;68.7886898051216;69.9535231116122;71.0382509260751;
Egypt; Arab Rep.;EGY;Population density (people per sq. km of land area);67.8241910693656;69.1461761012607;70.4733155859159;71.8117876337335;73.1589753377869;74.5110984981667;75.8687789441961;77.2250439499724;78.5897071676126;80.0000813702346;81.5056396604551;83.1395288562962;84.9156170576121;86.8172585262946;88.8087317293686;90.8379808126978;92.8650851373751;94.8787694007735;96.8834095132854;98.8734763172435;100.846929529359;102.802152795218
Euro area;EMU;Population density (people per sq. km of land area);EN.POP.DNST;119.921329248327;120.406858333251;120.974048164868;121.611650242839;122.299418120044;122.939542703253;123.544274334435;124.184512145407;124.817974337799;125.227307534232;125.461085464595;125.195620130016;125.457152757166;125.817933987261;126.251267847776;126.661646689246;127.013674707883;127.322312994737;127.604075961081;127.718741859167;127.877344310372;
Eritrea;ERI;Population density (people per sq. km of land area);EN.POP.DNST;22.6971584158416;23.5120891089109;24.5649405940594;25.752198019802;22.4809884890496;23.3558800742251;24.1166263295807;24.7581217907512;25.3002263536035;25.7696416454431;26.1878685222776;26.5422069053694;26.8421464705111;27.1084062145336;27.3591240503821;27.6063408850242;27.8875855827136;28.1891405202754;28.5171968146012;28.8825671466662;29.2994275510126;
Spain;ESP;Population density (people per sq. km of land area);EN.POP.DNST;81.2983246492986;81.9433763941266;83.0225192369349;84.5088139260031;85.9848050803317;87.4654972049129;88.9761493446631;90.6149005229308;92.1293223736969;92.9750651746681;93.1519309613808;93.5078358806114;93.5068371284061;93.2009456028468;92.9227364506907;92.9526859210545;93.0492629572988;93.2709101549633;93.6697920792501;94.3508089023978;94.8109077800376;
Estonia;EST;Population density (people per sq. km of land area);EN.POP.DNST;32.9555319650861;32.7462845010616;32.5395140363293;32.3359282849729;32.1431941495636;31.9597782495872;31.7718801604152;31.6272705826846;31.5425807973579;31.4818353385232;31.4101203113942;31.3149091766926;31.2030195800896;30.3196917414309;30.2402806533241;30.26011042098;30.2689210950081;30.816;30.9234385964912;31.0375438596491;31.0989239766082;
